BeginDate|StateID|Estimate_Type|F_System|Is_Urban|Is_State_Owned|Value_Numeric|BeginDate
12/31/2021|54|Last_Overlay_Thickness|1|Y|Y|1.5|12/31/2021
12/31/2021|54|Last_Overlay_Thickness|2|Y|Y|1.5|12/31/2021
12/31/2021|54|Last_Overlay_Thickness|3|Y|Y|1.5|12/31/2021
12/31/2021|54|Last_Overlay_Thickness|4|Y|Y|1.5|12/31/2021
12/31/2021|54|Last_Overlay_Thickness|5|Y|Y|1|12/31/2021
12/31/2021|54|Last_Overlay_Thickness|6|Y|Y|1|12/31/2021
12/31/2021|54|Last_Overlay_Thickness|7|Y|Y|1|12/31/2021
12/31/2021|54|Thickness_Rigid|1|Y|Y|10|12/31/2021
12/31/2021|54|Thickness_Rigid|2|Y|Y|10|12/31/2021
12/31/2021|54|Thickness_Rigid|3|Y|Y|10|12/31/2021
12/31/2021|54|Thickness_Flexible|1|Y|Y|6|12/31/2021
12/31/2021|54|Thickness_Flexible|2|Y|Y|15|12/31/2021
12/31/2021|54|Thickness_Flexible|3|Y|Y|15|12/31/2021
12/31/2021|54|Thickness_Flexible|4|Y|Y|15|12/31/2021
12/31/2021|54|Thickness_Flexible|5|Y|Y|13|12/31/2021
12/31/2021|54|Thickness_Flexible|6|Y|Y|5|12/31/2021
12/31/2021|54|Base_Type|1|Y|Y|7|12/31/2021
12/31/2021|54|Base_Type|2|Y|Y|7|12/31/2021
12/31/2021|54|Base_Type|3|Y|Y|7|12/31/2021
12/31/2021|54|Base_Type|4|Y|Y|2|12/31/2021
12/31/2021|54|Base_Type|5|Y|Y|2|12/31/2021
12/31/2021|54|Base_Type|6|Y|Y|2|12/31/2021
12/31/2021|54|Base_Type|7|Y|Y|2|12/31/2021
12/31/2021|54|Base_Thickness|1|Y|Y|4|12/31/2021
12/31/2021|54|Base_Thickness|2|Y|Y|4|12/31/2021
12/31/2021|54|Base_Thickness|3|Y|Y|4|12/31/2021
12/31/2021|54|Base_Thickness|4|Y|Y|12|12/31/2021
12/31/2021|54|Base_Thickness|5|Y|Y|12|12/31/2021
12/31/2021|54|Base_Thickness|6|Y|Y|12|12/31/2021
12/31/2021|54|Base_Thickness|7|Y|Y|6|12/31/2021
12/31/2021|54|Binder_Type|1|Y|Y|6|12/31/2021
12/31/2021|54|Binder_Type|2|Y|Y|6|12/31/2021
12/31/2021|54|Binder_Type|3|Y|Y|6|12/31/2021
12/31/2021|54|Binder_Type|4|Y|Y|6|12/31/2021
12/31/2021|54|Binder_Type|5|Y|Y|8|12/31/2021
12/31/2021|54|Binder_Type|6|Y|Y|8|12/31/2021
12/31/2021|54|Binder_Type|7|Y|Y|8|12/31/2021
12/31/2021|54|Dowel_Bar|1|Y|Y|2|12/31/2021
12/31/2021|54|Dowel_Bar|2|Y|Y|2|12/31/2021
12/31/2021|54|Dowel_Bar|3|Y|Y|2|12/31/2021
12/31/2021|54|Dowel_Bar|4|Y|Y|2|12/31/2021
12/31/2021|54|Dowel_Bar|5|Y|Y|2|12/31/2021
12/31/2021|54|Dowel_Bar|6|Y|Y|2|12/31/2021
12/31/2021|54|Dowel_Bar|7|Y|Y|2|12/31/2021
12/31/2021|54|Joint_Spacing|1|Y|Y|45|12/31/2021
12/31/2021|54|Joint_Spacing|2|Y|Y|15|12/31/2021
12/31/2021|54|Joint_Spacing|3|Y|Y|15|12/31/2021
12/31/2021|54|Last_Overlay_Thickness|1|N|Y|1.5|12/31/2021
12/31/2021|54|Last_Overlay_Thickness|2|N|Y|1.5|12/31/2021
12/31/2021|54|Last_Overlay_Thickness|3|N|Y|1.5|12/31/2021
12/31/2021|54|Last_Overlay_Thickness|4|N|Y|1.5|12/31/2021
12/31/2021|54|Last_Overlay_Thickness|5|N|Y|1|12/31/2021
12/31/2021|54|Last_Overlay_Thickness|6|N|Y|1|12/31/2021
12/31/2021|54|Last_Overlay_Thickness|7|N|Y|1|12/31/2021
12/31/2021|54|Thickness_Rigid|1|N|Y|10|12/31/2021
12/31/2021|54|Thickness_Rigid|2|N|Y|10|12/31/2021
12/31/2021|54|Thickness_Rigid|3|N|Y|10|12/31/2021
12/31/2021|54|Thickness_Flexible|1|N|Y|6|12/31/2021
12/31/2021|54|Thickness_Flexible|2|N|Y|15|12/31/2021
12/31/2021|54|Thickness_Flexible|3|N|Y|15|12/31/2021
12/31/2021|54|Thickness_Flexible|4|N|Y|15|12/31/2021
12/31/2021|54|Thickness_Flexible|5|N|Y|13|12/31/2021
12/31/2021|54|Thickness_Flexible|6|N|Y|5|12/31/2021
12/31/2021|54|Base_Type|1|N|Y|7|12/31/2021
12/31/2021|54|Base_Type|2|N|Y|7|12/31/2021
12/31/2021|54|Base_Type|3|N|Y|7|12/31/2021
12/31/2021|54|Base_Type|4|N|Y|2|12/31/2021
12/31/2021|54|Base_Type|5|N|Y|2|12/31/2021
12/31/2021|54|Base_Type|6|N|Y|2|12/31/2021
12/31/2021|54|Base_Type|7|N|Y|2|12/31/2021
12/31/2021|54|Base_Thickness|1|N|Y|4|12/31/2021
12/31/2021|54|Base_Thickness|2|N|Y|4|12/31/2021
12/31/2021|54|Base_Thickness|3|N|Y|4|12/31/2021
12/31/2021|54|Base_Thickness|4|N|Y|12|12/31/2021
12/31/2021|54|Base_Thickness|5|N|Y|12|12/31/2021
12/31/2021|54|Base_Thickness|6|N|Y|12|12/31/2021
12/31/2021|54|Base_Thickness|7|N|Y|6|12/31/2021
12/31/2021|54|Binder_Type|1|N|Y|6|12/31/2021
12/31/2021|54|Binder_Type|2|N|Y|6|12/31/2021
12/31/2021|54|Binder_Type|3|N|Y|6|12/31/2021
12/31/2021|54|Binder_Type|4|N|Y|6|12/31/2021
12/31/2021|54|Binder_Type|5|N|Y|8|12/31/2021
12/31/2021|54|Binder_Type|6|N|Y|8|12/31/2021
12/31/2021|54|Binder_Type|7|N|Y|8|12/31/2021
12/31/2021|54|Dowel_Bar|1|N|Y|2|12/31/2021
12/31/2021|54|Dowel_Bar|2|N|Y|2|12/31/2021
12/31/2021|54|Dowel_Bar|3|N|Y|2|12/31/2021
12/31/2021|54|Dowel_Bar|4|N|Y|2|12/31/2021
12/31/2021|54|Dowel_Bar|5|N|Y|2|12/31/2021
12/31/2021|54|Dowel_Bar|6|N|Y|2|12/31/2021
12/31/2021|54|Dowel_Bar|7|N|Y|2|12/31/2021
12/31/2021|54|Joint_Spacing|1|N|Y|45|12/31/2021
12/31/2021|54|Joint_Spacing|2|N|Y|15|12/31/2021
12/31/2021|54|Joint_Spacing|3|N|Y|15|12/31/2021
12/31/2021|54|Paved|6|N|Y|2087.4|12/31/2021
12/31/2021|54|Paved|7|Y|Y|0.4|12/31/2021
12/31/2021|54|Paved|7|N|Y|10703.8|12/31/2021
12/31/2021|54|Paved|7|Y|Y|252.5|12/31/2021
12/31/2021|54|Paved|7|Y|Y|270.9|12/31/2021
12/31/2021|54|Paved|7|Y|Y|6.4|12/31/2021
12/31/2021|54|Paved|7|Y|Y|161.6|12/31/2021
12/31/2021|54|Paved|7|Y|Y|233.4|12/31/2021
12/31/2021|54|Paved|7|Y|Y|79.7|12/31/2021
12/31/2021|54|Paved|7|Y|Y|110.2|12/31/2021
12/31/2021|54|Paved|7|Y|Y|54.2|12/31/2021
12/31/2021|54|Paved|7|Y|Y|43.8|12/31/2021
12/31/2021|54|Paved|7|Y|Y|494.8|12/31/2021
12/31/2021|54|Paved|7|N|Y|0|12/31/2021
12/31/2021|54|Unpaved|6|N|Y|68.3|12/31/2021
12/31/2021|54|Unpaved|7|N|Y|9525.3|12/31/2021
12/31/2021|54|Unpaved|7|Y|Y|41.9|12/31/2021
12/31/2021|54|Unpaved|7|Y|Y|48.9|12/31/2021
12/31/2021|54|Unpaved|7|Y|Y|0.7|12/31/2021
12/31/2021|54|Unpaved|7|Y|Y|15.8|12/31/2021
12/31/2021|54|Unpaved|7|Y|Y|28|12/31/2021
12/31/2021|54|Unpaved|7|Y|Y|29.7|12/31/2021
12/31/2021|54|Unpaved|7|Y|Y|19|12/31/2021
12/31/2021|54|Unpaved|7|Y|Y|9.8|12/31/2021
12/31/2021|54|Unpaved|7|Y|Y|4.6|12/31/2021
12/31/2021|54|Unpaved|7|Y|Y|68.4|12/31/2021
12/31/2021|54|Paved|7|Y|N|0.1|12/31/2021
12/31/2021|54|Paved|7|N|N|918.9|12/31/2021
12/31/2021|54|Paved|7|Y|N|137.4|12/31/2021
12/31/2021|54|Paved|7|Y|N|463.4|12/31/2021
12/31/2021|54|Paved|7|Y|N|7.9|12/31/2021
12/31/2021|54|Paved|7|Y|N|60.7|12/31/2021
12/31/2021|54|Paved|7|Y|N|285.3|12/31/2021
12/31/2021|54|Paved|7|Y|N|115.4|12/31/2021
12/31/2021|54|Paved|7|Y|N|179.6|12/31/2021
12/31/2021|54|Paved|7|Y|N|103.1|12/31/2021
12/31/2021|54|Paved|7|Y|N|214.2|12/31/2021
12/31/2021|54|Paved|7|Y|N|813.1|12/31/2021
12/31/2021|54|Paved|7|N|N|610.2|12/31/2021
